ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
24938,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,School;Online Forum;Online Courses or Certification;Books / Physical media,6,3,"Developer, mobile;Developer, full-stack;Database administrator;Student;Data or business analyst;Designer;System administrator","Just me - I am a freelancer, sole proprietor, etc.",USD	United States dollar,300.0,Monthly,Java;PHP;Ruby,Java,MySQL,,,,,,,,Unity 3D,,,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,18-24 years old,Man,No,,Southeast Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Too long,Difficult,3600.0
25097,I am a developer by profession,Employed full-time,Philippines,,,Some college/university study without earning a degree,5 - 10 years,Other (please specify):;Books / Physical media,40,23,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Data or business analyst",10 to 19 employees,EUR European Euro,120000.0,Yearly,Assembly;C#;Java;JavaScript;SQL,Assembly;C#,Microsoft SQL Server;MongoDB;Redis,,Microsoft Azure,Microsoft Azure,ASP.NET Core ;Vue.js,ASP.NET Core ;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Git;Kubernetes,,IntelliJ;Rider;Visual Studio;Visual Studio Code,Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Meditate,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,Neutral,No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"Or, in your own words:",Appropriate in length,Easy,129718.0
25417,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Books / Physical media",13,9,"Developer, mobile",500 to 999 employees,PHP	Philippine peso,100000.0,Monthly,Java;Kotlin,C;C++;Kotlin;Rust,SQLite,SQLite,,,,,,,Git,Git,Android Studio;Notepad++;PyCharm;Sublime Text;Vim,Android Studio;Notepad++;Sublime Text;Vim,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,23700.0
25798,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Books / Physical media,10,6,"Developer, full-stack;Engineer, data;Developer, back-end",100 to 499 employees,PHP	Philippine peso,26000.0,Monthly,PHP;PowerShell;SQL,PHP;PowerShell;Python;SQL,MySQL,Firebase;MongoDB;MySQL;PostgreSQL;Redis,AWS,AWS,Laravel;React.js;Vue.js,Laravel;React.js;Symfony;Vue.js,,,Docker;Git,Docker;Git,NetBeans;Notepad++;Visual Studio Code,Notepad++;PHPStorm;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow,Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",No,25-34 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,6168.0
25864,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc)",12,8,"Developer, full-stack",I don’t know,USD	United States dollar,,,JavaScript;PHP,JavaScript;PHP,MySQL,MySQL,AWS;DigitalOcean,AWS;DigitalOcean,Laravel;React.js,Laravel;React.js,,,Git,Git,Sublime Text,Sublime Text,Windows,Google it;Watch help / tutorial videos;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely",No,25-34 years old,"Man;Or, in your own words:","Or, in your own words:",Prefer to self-describe:,I don't know,Prefer not to say,Prefer not to say,Too long,Neither easy nor difficult,
26813,I code primarily as a hobby,"Student, part-time",Philippines,,,Primary/elementary school,11 - 17 years,Other (please specify):,1,,,,,,,,,,,,,,,,,,,,,Other (please specify):,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,Under 18 years old,Man,No,,Southeast Asian,None of the above,"Or, in your own words:",Appropriate in length,Neither easy nor difficult,
26937,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Books / Physical media,17,13,"Developer, full-stack;Developer, back-end",20 to 99 employees,USD	United States dollar,2000.0,Monthly,C#,C#;F#;Node.js;TypeScript,Microsoft SQL Server,DynamoDB;Elasticsearch;Microsoft SQL Server;Redis,AWS,AWS;Google Cloud Platform;Microsoft Azure,ASP.NET;ASP.NET Core ,Angular.js;ASP.NET Core ;React.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Git,Docker;Git;Kubernetes;Yarn,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Rider;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,35-44 years old,Man,No,,Southeast Asian;East Asian,,None of the above,Too long,Neither easy nor difficult,24000.0
27361,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",14,10,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test",2 to 9 employees,PHP	Philippine peso,50000.0,Monthly,HTML/CSS;JavaScript;Node.js;PHP;SQL,HTML/CSS;JavaScript;Node.js;PHP;Python;Rust;SQL;TypeScript,MongoDB;MySQL,DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;Redis,AWS;DigitalOcean,AWS;DigitalOcean;Google Cloud Platform;Heroku,Angular.js;Express;jQuery;Laravel;Vue.js,Express;Laravel;Vue.js,Qt;TensorFlow,NumPy;TensorFlow,Docker;Git;Yarn,Deno;Docker;Git;Kubernetes;Unity 3D;Yarn,Notepad++;Sublime Text;Vim;Visual Studio Code,Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,11856.0
27372,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",25,23,"Developer, full-stack",20 to 99 employees,PHP	Philippine peso,67000.0,Monthly,HTML/CSS;JavaScript;Node.js;PowerShell;VBA,HTML/CSS;JavaScript;Node.js,MySQL,MySQL,Google Cloud Platform,AWS,Angular.js;jQuery;Vue.js,jQuery;Vue.js,,,Git;Unity 3D,Git;Unreal Engine,Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,I have an anxiety disorder,Appropriate in length,Easy,15876.0
27809,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",5,4,"Developer, mobile;Engineer, data;Developer, back-end;Database administrator",2 to 9 employees,PHP	Philippine peso,30000.0,Monthly,JavaScript;PHP,JavaScript;PHP,MongoDB;MySQL,MongoDB;MySQL;PostgreSQL,Heroku,Heroku,Angular;Express,Angular;Express,Cordova,Cordova,Git;Yarn,Docker;Git;Yarn,Android Studio;PHPStorm;Visual Studio Code;Xcode,PHPStorm;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Easy,7116.0
28428,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",13,1,"Developer, mobile",20 to 99 employees,PHP	Philippine peso,23500.0,Monthly,Swift,Swift,,,,,,,,,,,Xcode,Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,18-24 years old,"Non-binary, genderqueer, or gender non-conforming",No,Bisexual,Southeast Asian,None of the above,None of the above,Too long,Easy,5568.0
28783,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Online Forum;Friend or family member;Colleague,12,11,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Data scientist or machine learning specialist;Developer, back-end;Database administrator;Scientist;Developer, QA or test;Developer, game or graphics;Developer, embedded applications or devices;DevOps specialist;Data or business analyst;Designer;Engineering manager;Engineer, site reliability;System administrator;Product manager;Senior Executive (C-Suite, VP, etc.);Educator",2 to 9 employees,PHP	Philippine peso,,Monthly,Assembly;Bash/Shell;C;C#;C++;Dart;Delphi;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;PowerShell;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA,Assembly;Bash/Shell;C;C#;C++;Clojure;COBOL;Crystal;Dart;Delphi;Elixir;Erlang;F#;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;LISP;Matlab;Node.js;Objective-C;Perl;PHP;PowerShell;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA,Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,,,,,,,,,Android Studio;Eclipse;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PHPStorm;PyCharm;Rider;RStudio;RubyMine;Sublime Text;TextMate;Visual Studio;Visual Studio Code;Webstorm;Xcode,Android Studio;Eclipse;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PHPStorm;PyCharm;Rider;RStudio;RubyMine;Sublime Text;TextMate;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode,Windows,Google it,Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Daily or almost daily,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
28966,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Colleague;Books / Physical media",7,3,"Developer, full-stack",100 to 499 employees,PHP	Philippine peso,40000.0,Monthly,C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;VBA,C#;Elixir;JavaScript;Kotlin;Node.js;Python;Rust;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,Cassandra;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,AWS;Microsoft Azure,AWS;Microsoft Azure,Django;Express;jQuery;React.js;Vue.js,Angular;Express;FastAPI;Flask;React.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5;React Native,Docker;Git;Yarn,Docker;Git;Kubernetes;Yarn,Neovim;Notepad++;Rider;Vim;Visual Studio;Visual Studio Code,Neovim;Notepad++;Vim;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Other (please specify):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,9480.0
30378,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Books / Physical media,16,13,"Developer, back-end;Database administrator;DevOps specialist;System administrator",10 to 19 employees,AUD	Australian dollar,32000.0,Yearly,HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript,HTML/CSS;JavaScript;Node.js;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,MongoDB;PostgreSQL,AWS;Google Cloud Platform;Heroku,Google Cloud Platform,Angular;Angular.js;jQuery;Laravel;Vue.js,Angular,Cordova,Cordova;Flutter;Hadoop,Docker;Git,Docker;Git;Unreal Engine,Android Studio;Atom;Sublime Text;Vim,Android Studio;Atom;Vim,Linux-based,Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,No,,Not sure,No,25-34 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Appropriate in length,Easy,21379.0
30389,I am a student who is learning to code,"Student, full-time",Philippines,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",2,,,,,,,Python;Rust,,,,,,,,,,Git,,Sublime Text;Vim,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,Prefer not to say,Appropriate in length,Easy,
30590,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,7,2,"Developer, mobile;Developer, full-stack","1,000 to 4,999 employees",PHP	Philippine peso,300000.0,Yearly,HTML/CSS;Java;JavaScript;PHP;SQL,HTML/CSS;Java;JavaScript;PHP;SQL,Microsoft SQL Server;SQLite,Microsoft SQL Server,,,Laravel;Vue.js,Laravel;Vue.js,Flutter,,Git,Git,Android Studio;PHPStorm,Android Studio;PHPStorm,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Easy,5925.0
30626,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,10,4,"Developer, full-stack",20 to 99 employees,PHP	Philippine peso,16000.0,Monthly,C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;VBA,C#;C++;Go;HTML/CSS;JavaScript;Kotlin;Node.js;PHP;Python;Ruby;Rust;SQL;Swift;VBA,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;SQLite,,,jQuery,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;FastAPI;Flask;Gatsby;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5;Flutter;React Native;TensorFlow,Git;Yarn,Docker;Git;Kubernetes;Unity 3D;Xamarin;Yarn,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,3792.0
30785,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Colleague;Books / Physical media",5,Less than 1 year,"Developer, mobile;Developer, front-end",20 to 99 employees,PHP	Philippine peso,,Monthly,JavaScript;TypeScript,JavaScript;TypeScript,Firebase;MySQL,Firebase;MySQL,,,Angular;jQuery,Angular;jQuery,,,Git,Git,Android Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio Code;Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate;Panic,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
30847,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,4,2,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Developer, embedded applications or devices",500 to 999 employees,PHP	Philippine peso,,Monthly,C;C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,HTML/CSS;Java;JavaScript;Python;R;SQL,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,,,Django;jQuery;Laravel,Django;jQuery,.NET Framework;NumPy;Pandas;TensorFlow,.NET Framework;NumPy;Pandas,Unity 3D;Unreal Engine,Docker;Git;Kubernetes,Android Studio;Atom;Eclipse;IntelliJ;IPython/Jupyter;PHPStorm;PyCharm;Sublime Text;Visual Studio;Visual Studio Code;Webstorm,Atom;IntelliJ;IPython/Jupyter;PHPStorm;PyCharm;RStudio;Visual Studio Code;Webstorm,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,18-24 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
